Card	Count	Color	CMC	Type	Mana Cost	ACC	RCC	Decks
Treasure Cruise	2	U	8	Sorcery	7U	N/A	U	Baral Control, Rashmi Control
Treetop Scout	1	G	1	Creature	G	N/A	N/A	Edric Turns
Trinisphere	5	C	3	Artifact	3	N/A	N/A	Blood Pod, Honorbru Meren, Meta Pod, Midrange Yisan, Paradox Sisay
Trinket Mage	1	U	3	Creature	2U	N/A	N/A	Teferi Chain Veil
Triton Shorestalker	1	U	1	Creature	U	N/A	N/A	Edric Turns
Tropical Island	29	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Breakfast Hulk, Divergent Control, Doomsday Yidris, E-MAN, Edric Turns, Food Chain Tazri, HE-MAN, Harvest Animar, Hulkweaver, Melt Banana, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Paradox Scepter Thrasios, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shuffle Hulk, Tazri Hulk
Tundra	22	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Breakfast Hulk, Breya Consultation, Doomsday Breya, Doomsday Zur, E-MAN, Food Chain Tazri, HE-MAN, Hulkweaver, Kraum's MANly Combo, Najeela Hermit Hulk, Najeela Tempo, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, Scion Reanimator, Shimmer Zur, Shuffle Hulk, Tazri Hulk, Zuran Consultation
Turnabout	1	U	4	Instant	2UU	N/A	N/A	High Tide Jace
Twilight Mire	4	BG	0	Land	N/A	N/A	N/A	Gitrog Dredge, Honorbru Meren, Seasons Pastigur, Varolz Hulk
Twinflame	2	R	2	Sorcery	1R	N/A	N/A	Godo Helm, Mad Farm
Tymna the Weaver	18	WB	3	Creature	1WB	N/A	N/A	4c Lightning Druid, Bad Farm, Blood Pod, Breakfast Hulk, E-MAN, HE-MAN, Hulkweaver, Kraum's MANly Combo, Mad Farm, Meta Pod, Najeela Hermit Hulk, Najeela Tempo, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, Shuffle Hulk, T&T Hulkball
Ugin, the Spirit Dragon	2	C	8	Planeswalker	8	N/A	N/A	Baral Control, Teferi Chain Veil
Ulvenwald Tracker	1	G	1	Creature	G	N/A	N/A	Blood Pod
Umbral Mantle	2	C	3	Artifact	3	N/A	N/A	Midrange Yisan, Selvala Brostorm
Uncage the Menagerie	1	G	2	Sorcery	XGG	N/A	N/A	Selvala Brostorm
Underground River	14	UB	0	Land	N/A	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Divergent Control, Doomsday Yidris, Grixis Consultation, Grixis Twin, HE-MAN, Kraum's MANly Combo, Opus Thief, SBT Grave Combos, Scepter Control, Scion Reanimator, Shuffle Hulk, Zuran Consultation
Underground Sea	36	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Food Chain Tazri, Grixis Consultation, Grixis Twin, HE-MAN, Hulkweaver, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Melt Banana, Mimeo Reanimator Hulk, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, Tazri Hulk, Zuran Consultation
Unified Will	1	U	2	Instant	1U	N/A	N/A	Edric Turns
Unsubstantiate	1	U	2	Instant	1U	N/A	N/A	Jeleva Storm
Unwind	1	U	3	Instant	2U	N/A	N/A	Baral Control
Urborg, Tomb of Yawgmoth	14	C	0	Land	N/A	N/A	N/A	Bad Farm, Blood Pod, Buried Alive Razaketh Sidisi, Doomsday Breya, Doomsday Zur, Food Chain Prossh, Honorbru Meren, Mad Farm, Melt Banana, Mimeo Reanimator Hulk, Opus Thief, SBT Grave Combos, Seasons Pastigur, Sidisi Ad Naus Fishbowl
Urza's Bauble	1	C	0	Artifact	0	N/A	N/A	Sidisi Ad Naus Fishbowl
Urza's Ruinous Blast	1	W	5	Sorcery	4W	N/A	N/A	Paradox Sisay
Utopia Sprawl	14	G	1	Enchantment	G	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Breakfast Hulk, Harvest Animar, Midrange Yisan, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Rad Farm, Scepter Control, Seasons Pastigur, Selvala Brostorm, Varolz Hulk
Vampiric Tutor	47	B	1	Instant	B	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Bad Farm, Blood Pod, Breakfast Hulk, Breya Consultation, Buried Alive Razaketh Sidisi, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, Grixis Consultation, Grixis Twin, HE-MAN, Honorbru Meren, Hulkweaver, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mad Farm, Melt Banana, Meta Pod, Mimeo Reanimator Hulk, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, Sidisi Ad Naus Fishbowl, T&T Hulkball, Tazri Hulk, Varolz Hulk, Zuran Consultation
Vandalblast	1	R	1	Sorcery	R	N/A	N/A	Mad Farm
Varolz, the Scar-Striped	1	BG	3	Creature	1BG	N/A	N/A	Varolz Hulk
Vault of Whispers	2	B	0	Artifact Land	N/A	N/A	N/A	Bad Farm, Mad Farm
Verdant Catacombs	51	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Bad Farm, Blood Pod, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Edric Turns, Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, Grixis Consultation, Grixis Twin, HE-MAN, Harvest Animar, Honorbru Meren, Hulkweaver, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mad Farm, Melt Banana, Meta Pod, Midrange Yisan, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Paradox Sisay, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, T&T Hulkball, Tazri Hulk, Varolz Hulk, Zuran Consultation
Verity Circle	1	U	3	Enchantment	2U	N/A	N/A	Teferi Chain Veil
Vexing Shusher	3	RG	2	Creature	R/GR/G	N/A	N/A	Blood Pod, Food Chain Prossh, Meta Pod
Vial Smasher the Fierce	4	BR	3	Creature	1BR	N/A	N/A	4c Rashmi, BUGR Paradox Scepter, Divergent Control, Nooze Reanimator
Victimize	1	B	3	Sorcery	2B	N/A	N/A	Grixis Twin
Village Bell-Ringer	2	W	3	Creature	2W	N/A	N/A	Blood Pod, Meta Pod
Vines of Vastwood	1	G	1	Instant	G	N/A	N/A	Selvala Brostorm
Viscera Seer	6	B	1	Creature	B	N/A	N/A	Honorbru Meren, Hulkweaver, Mimeo Reanimator Hulk, Shuffle Hulk, T&T Hulkball, Varolz Hulk
Vizier of the Menagerie	1	G	4	Creature	3G	N/A	N/A	Momir Hackball
Volcanic Island	19	C	0	Land	N/A	N/A	N/A	4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Grixis Consultation, Grixis Twin, Harvest Animar, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Melt Banana, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Scion Reanimator
Voltaic Key	5	C	1	Artifact	1	N/A	N/A	Baral Control, Buried Alive Razaketh Sidisi, Godo Helm, Sidisi Ad Naus Fishbowl, Teferi Chain Veil
Voyaging Satyr	1	G	2	Creature	1G	N/A	N/A	Momir Hackball
Walk the Aeons	1	U	6	Sorcery	4UU	N/A	N/A	Edric Turns
Walking Ballista	7	C	0	Artifact Creature	XX	N/A	N/A	Food Chain Prossh, Harvest Animar, Mimeo Reanimator Hulk, Nooze Reanimator, Paradox Arcum, SBT Grave Combos, Sidisi Ad Naus Fishbowl
Wall of Blossoms	1	G	2	Creature	1G	N/A	N/A	Harvest Animar
Wall of Roots	6	G	2	Creature	1G	N/A	N/A	Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, Harvest Animar, Momir Hackball, SBT Grave Combos
Warrior en-Kor	2	W	2	Creature	WW	N/A	N/A	4c Lightning Druid, 5c Lightning Druid
Waste Not	2	B	2	Enchantment	1B	N/A	N/A	Melt Banana, Opus Thief
Watery Grave	32	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, BUGR Paradox Scepter, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Yidris, Doomsday Zur, E-MAN, Food Chain Tazri, Grixis Consultation, Grixis Twin, HE-MAN, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Melt Banana, Mimeo Reanimator Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, Tazri Hulk, Zuran Consultation
Wayfarer's Bauble	1	C	1	Artifact	1	N/A	N/A	Sidisi Ad Naus Fishbowl
Wear // Tear	3	WR	3	Instant	1R // W	N/A	N/A	Breya Consultation, Doomsday Breya, Kraum's MANly Combo
Weathered Wayfarer	1	W	1	Creature	W	N/A	N/A	Mad Farm
Weird Harvest	2	G	2	Sorcery	XGG	N/A	N/A	Harvest Animar, Selvala Brostorm
Welding Jar	1	C	0	Artifact	0	N/A	N/A	Godo Helm
Wheel of Fate	1	R	0	Sorcery	0	N/A	N/A	Melt Banana
Wheel of Fortune	17	R	3	Sorcery	2R	N/A	N/A	BUGR Paradox Scepter, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Food Chain Prossh, Godo Helm, Grixis Consultation, Grixis Twin, Jeleva Storm, Kess Storm, Kraum's MANly Combo, Mad Farm, Melt Banana, Nooze Reanimator, Opus Thief, Scion Reanimator
Whim of Volrath	1	U	1	Instant	U	N/A	N/A	Momir Hackball
Whir of Invention	4	U	3	Instant	XUUU	N/A	XUUU	Baral Control, HE-MAN, Paradox Arcum, Teferi Chain Veil
Whirlpool Warrior	1	UR	3	Creature	2U	N/A	N/A	Divergent Control
Whispering Madness	1	UB	4	Sorcery	2UB	N/A	N/A	Opus Thief
Wild Cantor	2	RG	1	Creature	R/G	N/A	N/A	Harvest Animar, Melt Banana
Wild Growth	16	G	1	Enchantment	G	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Breakfast Hulk, Gitrog Dredge, HE-MAN, Harvest Animar, Midrange Yisan, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Rad Farm, Scepter Control, Selvala Brostorm, Shuffle Hulk, Varolz Hulk
Windfall	25	U	3	Sorcery	2U	N/A	N/A	Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Grixis Consultation, Grixis Twin, HE-MAN, High Tide Jace, Jeleva Storm, Kess Storm, Melt Banana, Mimeo Reanimator Hulk, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Shimmer Zur, Tazri Hulk, Teferi Chain Veil, Zuran Consultation
Winds of Change	2	R	1	Sorcery	R	N/A	N/A	Kraum's MANly Combo, Opus Thief
Winds of Rebuke	10	U	2	Instant	1U	N/A	N/A	4c Rashmi, HE-MAN, Kraum's MANly Combo, Mimeo Reanimator Hulk, Momir Hackball, Nooze Reanimator, Paradox Scepter Thrasios, Razakats, Scion Reanimator, Zuran Consultation
Windswept Heath	47	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Bad Farm, Blood Pod, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, Doomsday Zur, E-MAN, Edric Turns, Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, HE-MAN, Harvest Animar, Honorbru Meren, Hulkweaver, Kraum's MANly Combo, Mad Farm, Melt Banana, Meta Pod, Midrange Yisan, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Paradox Sisay, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shimmer Zur, Shuffle Hulk, T&T Hulkball, Tazri Hulk, Varolz Hulk, Zuran Consultation
Wingcrafter	1	U	1	Creature	U	N/A	N/A	Edric Turns
Wingrattle Scarecrow	1	C	3	Artifact Creature	3	N/A	N/A	Varolz Hulk
Winter Orb	2	C	2	Artifact	2	N/A	N/A	Midrange Yisan, Paradox Sisay
Wirewood Lodge	1	G	0	Land	N/A	N/A	N/A	Selvala Brostorm
Wirewood Symbiote	3	G	1	Creature	G	N/A	N/A	Midrange Yisan, Momir Hackball, Selvala Brostorm
Wood Elves	2	G	3	Creature	2G	N/A	N/A	Food Chain Prossh, Harvest Animar
Wooded Bastion	1	WG	0	Land	N/A	N/A	N/A	Paradox Sisay
Wooded Foothills	46	C	0	Land	N/A	N/A	N/A	4c Lightning Druid, 4c Rashmi, 5c Lightning Druid, BUGR Paradox Scepter, Bad Farm, Blood Pod, Breakfast Hulk, Breya Consultation, Divergent Control, Doomsday Breya, Doomsday Yidris, E-MAN, Edric Turns, Food Chain Prossh, Food Chain Tazri, Gitrog Dredge, Grixis Consultation, Grixis Twin, Harvest Animar, Honorbru Meren, Hulkweaver, Jeleva Storm, Kess Storm, Mad Farm, Melt Banana, Meta Pod, Midrange Yisan, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Najeela Tempo, Nooze Reanimator, Opus Thief, Paradox Scepter Thrasios, Paradox Sisay, Rad Farm, Rashmi Control, Razakats, SBT Grave Combos, Scepter Control, Scion Reanimator, Seasons Pastigur, Shuffle Hulk, T&T Hulkball, Tazri Hulk, Varolz Hulk
Woodland Bellower	2	G	6	Creature	4GG	N/A	N/A	Midrange Yisan, Selvala Brostorm
Woodland Cemetery	1	BG	0	Land	N/A	N/A	N/A	Honorbru Meren
Worldgorger Dragon	3	R	6	Creature	3RRR	N/A	N/A	Doomsday Breya, Nooze Reanimator, Scion Reanimator
Worldly Tutor	18	G	1	Instant	G	N/A	N/A	4c Lightning Druid, 5c Lightning Druid, Blood Pod, Breakfast Hulk, Gitrog Dredge, Harvest Animar, Honorbru Meren, Hulkweaver, Midrange Yisan, Mimeo Reanimator Hulk, Momir Hackball, Najeela Hermit Hulk, Paradox Sisay, SBT Grave Combos, Selvala Brostorm, Shuffle Hulk, T&T Hulkball, Varolz Hulk
Worn Powerstone	1	C	3	Artifact	3	N/A	N/A	Godo Helm
Xantid Swarm	1	G	1	Creature	G	N/A	N/A	Food Chain Prossh
Yavimaya Coast	14	UG	0	Land	N/A	N/A	N/A	4c Rashmi, Breakfast Hulk, Divergent Control, Edric Turns, Food Chain Tazri, Harvest Animar, Mimeo Reanimator Hulk, Momir Hackball, Najeela Tempo, Paradox Scepter Thrasios, Rashmi Control, SBT Grave Combos, Scepter Control, Shuffle Hulk
Yavimaya Hollow	2	G	0	Land	N/A	N/A	N/A	Midrange Yisan, Paradox Sisay
Yawgmoth's Will	24	B	3	Sorcery	2B	N/A	N/A	BUGR Paradox Scepter, Bad Farm, Breya Consultation, Buried Alive Razaketh Sidisi, Doomsday Breya, Doomsday Yidris, Doomsday Zur, Food Chain Prossh, Food Chain Tazri, Grixis Consultation, Grixis Twin, Jeleva Storm, Kess Storm, Mad Farm, Melt Banana, Opus Thief, Paradox Scepter Thrasios, Rad Farm, Scepter Control, Seasons Pastigur, Shimmer Zur, Sidisi Ad Naus Fishbowl, Tazri Hulk, Zuran Consultation
Yidris, Maelstrom Wielder	2	UBRG	4	Creature	UBRG	N/A	N/A	Doomsday Yidris, Melt Banana
Yisan, the Wanderer Bard	5	G	3	Creature	2G	N/A	N/A	Blood Pod, Meta Pod, Midrange Yisan, Paradox Sisay, Selvala Brostorm
Zealous Persecution	1	WB	2	Instant	WB	N/A	N/A	Meta Pod
Zulaport Cutthroat	3	B	2	Creature	1B	N/A	N/A	Bad Farm, Food Chain Prossh, Mad Farm
Zur the Enchanter	3	WUB	4	Creature	1WUB	N/A	N/A	Doomsday Zur, Shimmer Zur, Zuran Consultation
